TIME_PERIOD,OBS_VALUE,Tau
20MAR2020,0.0251545145,25
20MAR2020,0.0328018442,26
20MAR2020,0.0398858139,27
20MAR2020,0.0464657896,28
20MAR2020,0.0525932641,29
20MAR2020,0.0583130702,30
23MAR2020,-0.69964926,1
23MAR2020,-0.69331965,2
23MAR2020,-0.654691459,3
23MAR2020,-0.600844049,4
23MAR2020,-0.541788939,5
23MAR2020,-0.483145665,6
23MAR2020,-0.427851953,7
23MAR2020,-0.377245275,8
23MAR2020,-0.331738507,9
23MAR2020,-0.29123578,10
23MAR2020,-0.255383591,11
23MAR2020,-0.223718598,12
23MAR2020,-0.195751472,13
23MAR2020,-0.171011789,14
23MAR2020,-0.149069717,15
23MAR2020,-0.129544248,16
23MAR2020,-0.112103983,17
23MAR2020,-0.096464082,18
23MAR2020,-0.082381476,19
23MAR2020,-0.069649564,20
23MAR2020,-0.058093032,21
23MAR2020,-0.047563101,22
23MAR2020,-0.037933351,23
23MAR2020,-0.029096122,24
23MAR2020,-0.020959463,25
23MAR2020,-0.013444582,26
23MAR2020,-0.006483712,27
23MAR2020,-0.000018348,28
23MAR2020,0.0060022188,29
23MAR2020,0.0116221134,30
24MAR2020,-0.645934377,1
24MAR2020,-0.633473144,2
24MAR2020,-0.601154609,3
24MAR2020,-0.55661044,4
24MAR2020,-0.505888144,5
24MAR2020,-0.45331483,6
24MAR2020,-0.401739313,7
24MAR2020,-0.352875569,8
24MAR2020,-0.307628171,9
24MAR2020,-0.266357846,10
24MAR2020,-0.229080939,11
24MAR2020,-0.19561089,12
24MAR2020,-0.165654005,13
24MAR2020,-0.138871461,14
24MAR2020,-0.114917504,15
24MAR2020,-0.093461482,16
24MAR2020,-0.074199307,17
24MAR2020,-0.056858245,18
24MAR2020,-0.041197698,19
24MAR2020,-0.027007722,20
24MAR2020,-0.014106398,21
24MAR2020,-0.002336751,22
24MAR2020,0.0084363931,23
24MAR2020,0.0183293754,24
24MAR2020,0.0274423947,25
24MAR2020,0.0358618824,26
24MAR2020,0.0436625595,27
24MAR2020,0.0509091965,28
24MAR2020,0.0576581082,29
24MAR2020,0.0639584149,30
25MAR2020,-0.62738177,1
25MAR2020,-0.599321621,2
25MAR2020,-0.566156242,3
25MAR2020,-0.525472302,4
25MAR2020,-0.478868192,5
25MAR2020,-0.429019716,6
25MAR2020,-0.378435016,7
25MAR2020,-0.329033408,8
25MAR2020,-0.282096575,9
25MAR2020,-0.238365237,10
25MAR2020,-0.198173704,11
25MAR2020,-0.16157608,12
25MAR2020,-0.128448172,13
25MAR2020,-0.098562959,14
25MAR2020,-0.071643074,15
25MAR2020,-0.047395306,16
25MAR2020,-0.025531934,17
25MAR2020,-0.00578288,18
25MAR2020,0.0120982302,19
25MAR2020,0.0283319286,20
25MAR2020,0.0431131074,21
25MAR2020,0.0566125519,22
25MAR2020,0.0689791244,23
25MAR2020,0.0803421821,24
25MAR2020,0.0908139825,25
25MAR2020,0.1004919401,26
25MAR2020,0.1094606676,27
25MAR2020,0.1177937809,28
25MAR2020,0.1255554694,29
25MAR2020,0.1328018469,30
26MAR2020,-0.644395686,1
26MAR2020,-0.631714115,2
26MAR2020,-0.610208015,3
26MAR2020,-0.576247104,4
26MAR2020,-0.531870836,5
26MAR2020,-0.480755998,6
26MAR2020,-0.426464651,7
26MAR2020,-0.371819487,8
26MAR2020,-0.318799243,9
26MAR2020,-0.26864524,10
26MAR2020,-0.222029892,11
26MAR2020,-0.179221291,12
26MAR2020,-0.140219513,13
26MAR2020,-0.10485985,14
26MAR2020,-0.07288628,15
26MAR2020,-0.044001143,16
26MAR2020,-0.017897049,17
26MAR2020,0.0057238329,18
26MAR2020,0.0271390941,19
26MAR2020,0.0466010363,20
26MAR2020,0.0643351683,21
26MAR2020,0.0805408069,22
26MAR2020,0.0953928333,23
26MAR2020,0.1090439963,24
26MAR2020,0.1216273859,25
26MAR2020,0.1332588588,26
26MAR2020,0.1440392951,27
26MAR2020,0.1540566341,28
26MAR2020,0.1633876705,29
26MAR2020,0.1720996168,30
27MAR2020,-0.700886126,1
27MAR2020,-0.70383565,2
27MAR2020,-0.698471624,3
27MAR2020,-0.677446499,4
27MAR2020,-0.642334946,5
27MAR2020,-0.597465695,6
27MAR2020,-0.547264706,7
27MAR2020,-0.495300033,8
27MAR2020,-0.444096901,9
27MAR2020,-0.39526029,10
27MAR2020,-0.349687214,11
27MAR2020,-0.30777504,12
27MAR2020,-0.269592529,13
27MAR2020,-0.235007659,14
27MAR2020,-0.203777238,15
27MAR2020,-0.175606507,16
27MAR2020,-0.15018678,17
27MAR2020,-0.127217804,18
27MAR2020,-0.106419909,19
27MAR2020,-0.087539608,20
27MAR2020,-0.070351198,21
27MAR2020,-0.054656021,22
27MAR2020,-0.040280504,23
27MAR2020,-0.027073645,24
27MAR2020,-0.01490436,25
27MAR2020,-0.003658912,26
27MAR2020,0.0067614468,27
27MAR2020,0.0164425852,28
27MAR2020,0.0254593306,29
27MAR2020,0.033877059,30
30MAR2020,-0.696221166,1
30MAR2020,-0.717447189,2
30MAR2020,-0.726418564,3
30MAR2020,-0.716092634,4
30MAR2020,-0.688523355,5
30MAR2020,-0.648602101,6
30MAR2020,-0.601317249,7
30MAR2020,-0.550745147,8
30MAR2020,-0.4998394,9
30MAR2020,-0.450547584,10
30MAR2020,-0.404029388,11
30MAR2020,-0.360876365,12
30MAR2020,-0.321296048,13
30MAR2020,-0.285252224,14
30MAR2020,-0.252565337,15
30MAR2020,-0.22298089,16
30MAR2020,-0.196213948,17
30MAR2020,-0.17197666,18
30MAR2020,-0.149994205,19
30MAR2020,-0.130013099,20
30MAR2020,-0.111804682,21
30MAR2020,-0.09516567,22
30MAR2020,-0.079917052,23
30MAR2020,-0.06590212,24
30MAR2020,-0.05298416,25
30MAR2020,-0.04104408,26
30MAR2020,-0.029978152,27
30MAR2020,-0.019695952,28
30MAR2020,-0.010118523,29
30MAR2020,-0.001176773,30
31MAR2020,-0.694820816,1
31MAR2020,-0.705923449,2
31MAR2020,-0.70946285,3
31MAR2020,-0.695650051,4
31MAR2020,-0.665275981,5
31MAR2020,-0.62271468,6
31MAR2020,-0.572791024,7
31MAR2020,-0.519570113,8
31MAR2020,-0.466047664,9
31MAR2020,-0.414221728,10
31MAR2020,-0.365293082,11
31MAR2020,-0.319880259,12
31MAR2020,-0.278204525,13
31MAR2020,-0.240232985,14
31MAR2020,-0.205782079,15
31MAR2020,-0.174588651,16
31MAR2020,-0.14635651,17
31MAR2020,-0.120785427,18
31MAR2020,-0.097588055,19
31MAR2020,-0.076498855,20
31MAR2020,-0.057277927,21
31MAR2020,-0.039711733,22
31MAR2020,-0.023612036,23
31MAR2020,-0.008813918,24
31MAR2020,0.0048265989,25
31MAR2020,0.0174350046,26
31MAR2020,0.02912065,27
31MAR2020,0.0399788978,28
31MAR2020,0.0500930414,29
31MAR2020,0.0595359864,30
01APR2020,-0.651189968,1
01APR2020,-0.665138699,2
01APR2020,-0.667292297,3
01APR2020,-0.65176183,4
01APR2020,-0.620678791,5
01APR2020,-0.578632582,6
01APR2020,-0.530236376,7
01APR2020,-0.479236066,8
01APR2020,-0.428331898,9
01APR2020,-0.379292326,10
01APR2020,-0.333157653,11
01APR2020,-0.290443874,12
01APR2020,-0.251313208,13
01APR2020,-0.215704055,14
01APR2020,-0.183424065,15
01APR2020,-0.15421356,16
01APR2020,-0.127786799,17
01APR2020,-0.103857469,18
01APR2020,-0.082153387,19
01APR2020,-0.062424092,20
01APR2020,-0.04444394,21
01APR2020,-0.028012455,22
01APR2020,-0.012953143,23
01APR2020,0.0008884943,24
01APR2020,0.0136472575,25
01APR2020,0.0254405926,26
01APR2020,0.0363708142,27
01APR2020,0.0465271339,28
01APR2020,0.055987465,29
01APR2020,0.0648199995,30
02APR2020,-0.649503527,1
02APR2020,-0.655055545,2
02APR2020,-0.646983675,3
02APR2020,-0.62385576,4
02APR2020,-0.588842961,5
02APR2020,-0.546170815,6
02APR2020,-0.499647203,7
02APR2020,-0.452194309,8
02APR2020,-0.405827754,9
02APR2020,-0.361805103,10
02APR2020,-0.320813374,11
02APR2020,-0.283140556,12
02APR2020,-0.248813049,13
02APR2020,-0.217697559,14
02APR2020,-0.189572514,15
02APR2020,-0.164175771,16
02APR2020,-0.141234948,17
02APR2020,-0.120485601,18
02APR2020,-0.101681214,19
02APR2020,-0.084597886,20
02APR2020,-0.069035711,21
02APR2020,-0.054818229,22
02APR2020,-0.041790812,23
02APR2020,-0.029818572,24
02APR2020,-0.018784115,25
02APR2020,-0.008585354,26
02APR2020,0.0008665175,27
02APR2020,0.0096488565,28
02APR2020,0.017829169,29
02APR2020,0.0254665052,30
03APR2020,-0.663836424,1
03APR2020,-0.671210176,2
03APR2020,-0.661212887,3
03APR2020,-0.63527457,4
03APR2020,-0.597768945,5
03APR2020,-0.553312432,6
03APR2020,-0.50573677,7
03APR2020,-0.457845577,8
03APR2020,-0.411500615,9
03APR2020,-0.367816542,10
03APR2020,-0.327364453,11
03APR2020,-0.29034546,12
03APR2020,-0.256724494,13
03APR2020,-0.226326915,14
03APR2020,-0.198904795,15
03APR2020,-0.174180298,16
03APR2020,-0.151872666,17
03APR2020,-0.131713904,18
03APR2020,-0.113457018,19
03APR2020,-0.096879471,20
03APR2020,-0.081783754,21
03APR2020,-0.067996301,22
03APR2020,-0.055365538,23
03APR2020,-0.043759589,24
03APR2020,-0.033063916,25
03APR2020,-0.023179076,26
03APR2020,-0.014018665,27
03APR2020,-0.005507493,28
03APR2020,0.0024200063,29
03APR2020,0.0098211548,30
06APR2020,-0.635302798,1
06APR2020,-0.65521705,2
06APR2020,-0.648164437,3
06APR2020,-0.620607394,4
06APR2020,-0.5795986,5
06APR2020,-0.531120552,6
06APR2020,-0.479653973,7
06APR2020,-0.428271175,8
06APR2020,-0.378909643,9
06APR2020,-0.332668705,10
06APR2020,-0.290066858,11
06APR2020,-0.251242438,12
06APR2020,-0.216100081,13
06APR2020,-0.184412388,14
06APR2020,-0.155887496,15
06APR2020,-0.130211997,16
06APR2020,-0.107076778,17
06APR2020,-0.086191439,18
06APR2020,-0.067291309,19
06APR2020,-0.050139898,20
06APR2020,-0.034528631,21
06APR2020,-0.020275103,22
06APR2020,-0.007220631,23
06APR2020,0.0047724373,24
06APR2020,0.015823373,25
06APR2020,0.0260355395,26
06APR2020,0.0354986156,27
06APR2020,0.0442905507,28
06APR2020,0.0524792595,29
06APR2020,0.060124075,30
07APR2020,-0.628553854,1
07APR2020,-0.63696504,2
07APR2020,-0.61593808,3
07APR2020,-0.575342644,4
07APR2020,-0.523384067,5
07APR2020,-0.466180865,6
07APR2020,-0.40794853,7
07APR2020,-0.351382985,8
07APR2020,-0.298059094,9
07APR2020,-0.248771849,10
07APR2020,-0.203801532,11
07APR2020,-0.163107426,12
07APR2020,-0.126462843,13
07APR2020,-0.093545461,14
07APR2020,-0.06399529,15
07APR2020,-0.0374501,16
07APR2020,-0.013565668,17
07APR2020,0.0079738632,18
07APR2020,0.027451828,19
07APR2020,0.0451186066,20
07APR2020,0.0611932854,21
07APR2020,0.0758663678,22
07APR2020,0.0893028948,23
07APR2020,0.1016455976,24
07APR2020,0.1130178752,25
07APR2020,0.1235264953,26
07APR2020,0.1332639826,27
07APR2020,0.142310693,28
07APR2020,0.1507365962,29
07APR2020,0.1586027949,30
08APR2020,-0.618553173,1
08APR2020,-0.613882623,2
08APR2020,-0.586792771,3
08APR2020,-0.543776413,4
08APR2020,-0.491202314,5
08APR2020,-0.434212799,6
08APR2020,-0.376521048,7
08APR2020,-0.320576953,8
08APR2020,-0.267844551,9
08APR2020,-0.219076858,10
08APR2020,-0.174545371,11
08APR2020,-0.134215131,12
08APR2020,-0.097870371,13
08APR2020,-0.065200419,14
08APR2020,-0.035855795,15
08APR2020,-0.009483035,16
08APR2020,0.0142550803,17
08APR2020,0.0356689454,18
08APR2020,0.0550376915,19
08APR2020,0.0726084836,20
08APR2020,0.0885979486,21
08APR2020,0.1031947007,22
08APR2020,0.1165623187,23
08APR2020,0.1288423905,24
08APR2020,0.140157411,25
08APR2020,0.1506134236,26
08APR2020,0.1603023644,27
08APR2020,0.1693041054,28
08APR2020,0.1776882135,29
08APR2020,0.1855154515,30
09APR2020,-0.618319811,1
09APR2020,-0.61738723,2
09APR2020,-0.595825257,3
09APR2020,-0.558448293,4
09APR2020,-0.510897096,5
09APR2020,-0.458078638,6
09APR2020,-0.403708674,7
09APR2020,-0.350340341,8
09APR2020,-0.299571056,9
09APR2020,-0.252283755,10
09APR2020,-0.208862593,11
09APR2020,-0.169364278,12
09APR2020,-0.133644711,13
09APR2020,-0.101447759,14
09APR2020,-0.072464658,15
09APR2020,-0.046371919,16
09APR2020,-0.022854177,17
09APR2020,-0.001616862,18
09APR2020,0.0176077514,19
09APR2020,0.0350586177,20
09APR2020,0.0509464541,21
09APR2020,0.0654556083,22
09APR2020,0.0787465645,23
09APR2020,0.0909586493,24
09APR2020,0.1022126889,25
09APR2020,0.1126134813,26
09APR2020,0.1222520199,27
09APR2020,0.1312074519,28
09APR2020,0.1395487778,29
09APR2020,0.1473363104,30
14APR2020,-0.628813679,1
14APR2020,-0.643084508,2
14APR2020,-0.631257415,3
14APR2020,-0.599883315,4
14APR2020,-0.555821201,5
14APR2020,-0.504825253,6
14APR2020,-0.451194826,7
14APR2020,-0.397880871,8
14APR2020,-0.346748758,9
14APR2020,-0.298859395,10
14APR2020,-0.254713137,11
14APR2020,-0.214440902,12
14APR2020,-0.17794458,13
14APR2020,-0.144995298,14
14APR2020,-0.115299317,15
14APR2020,-0.088540335,16
14APR2020,-0.064405279,17
14APR2020,-0.042598928,18
14APR2020,-0.022851235,19
14APR2020,-0.004920064,20
14APR2020,0.011408825,21
14APR2020,0.0263233442,22
14APR2020,0.0399874,23
14APR2020,0.0525435071,24
14APR2020,0.0641154041,25
14APR2020,0.0748105149,26
14APR2020,0.0847221819,27
14APR2020,0.0939316425,28
14APR2020,0.1025097512,29
14APR2020,0.1105184634,30
15APR2020,-0.652519759,1
15APR2020,-0.679408994,2
15APR2020,-0.676172234,3
15APR2020,-0.651404306,4
15APR2020,-0.612890083,5
15APR2020,-0.566780258,6
15APR2020,-0.517534986,7
15APR2020,-0.468170736,8
15APR2020,-0.4205862,9
15APR2020,-0.375868946,10
15APR2020,-0.334547643,11
15APR2020,-0.296784324,12
15APR2020,-0.262513489,13
15APR2020,-0.231538641,14
15APR2020,-0.20359678,15
15APR2020,-0.178399821,16
15APR2020,-0.155659947,17
15APR2020,-0.13510413,18
15APR2020,-0.116481581,19
15APR2020,-0.09956672,20
15APR2020,-0.084159462,21
15APR2020,-0.070083962,22
15APR2020,-0.057186589,23
15APR2020,-0.045333578,24
15APR2020,-0.034408661,25
15APR2020,-0.024310799,26
15APR2020,-0.014952134,27
15APR2020,-0.00625615,28
15APR2020,0.0018439256,29
15APR2020,0.009406503,30
16APR2020,-0.639393328,1
16APR2020,-0.659929818,2
16APR2020,-0.663050397,3
16APR2020,-0.644467653,4
16APR2020,-0.60927274,5
16APR2020,-0.564195474,6
16APR2020,-0.514879015,7
16APR2020,-0.465270847,8
16APR2020,-0.417799055,9
16APR2020,-0.373758662,10
16APR2020,-0.333684648,11
16APR2020,-0.297643591,12
16APR2020,-0.265438594,13
16APR2020,-0.236743163,14
16APR2020,-0.211183385,15
16APR2020,-0.188385075,16
16APR2020,-0.167998486,17
16APR2020,-0.149709305,18
16APR2020,-0.133241723,19
16APR2020,-0.118357219,20
16APR2020,-0.104851283,21
16APR2020,-0.092549345,22
16APR2020,-0.081302646,23
16APR2020,-0.07098437,24
16APR2020,-0.061486226,25
16APR2020,-0.052715486,26
16APR2020,-0.044592487,27
16APR2020,-0.037048532,28
16APR2020,-0.030024146,29
16APR2020,-0.02346763,30
17APR2020,-0.637311517,1
17APR2020,-0.672316596,2
17APR2020,-0.680643574,3
17APR2020,-0.662184592,4
17APR2020,-0.624529602,5
17APR2020,-0.575852352,6
17APR2020,-0.522596235,7
17APR2020,-0.469126735,8
17APR2020,-0.418069588,9
17APR2020,-0.37079494,10
17APR2020,-0.327848083,11
17APR2020,-0.289274243,12
17APR2020,-0.254841945,13
17APR2020,-0.224186706,14
17APR2020,-0.196898086,15
17APR2020,-0.172568978,16
17APR2020,-0.150820982,17
17APR2020,-0.131315344,18
17APR2020,-0.113755639,19
17APR2020,-0.097886049,20
17APR2020,-0.083487573,21
17APR2020,-0.070373495,22
17APR2020,-0.058384845,23
17APR2020,-0.0473862,24
17APR2020,-0.037261972,25
17APR2020,-0.027913225,26
17APR2020,-0.019254987,27
17APR2020,-0.011213997,28
17APR2020,-0.003726839,29
17APR2020,0.003261607,30
20APR2020,-0.622442596,1
20APR2020,-0.666971061,2
20APR2020,-0.670410559,3
20APR2020,-0.645672043,4
20APR2020,-0.603767586,5
20APR2020,-0.552954817,6
20APR2020,-0.498920145,7
20APR2020,-0.445300621,8
20APR2020,-0.394237599,9
20APR2020,-0.346846936,10
20APR2020,-0.303578315,11
20APR2020,-0.264472371,12
20APR2020,-0.229335912,13
20APR2020,-0.197856357,14
20APR2020,-0.169673339,15
20APR2020,-0.144421295,16
20APR2020,-0.121753101,17
20APR2020,-0.101351707,18
20APR2020,-0.082934504,19
20APR2020,-0.066253483,20
20APR2020,-0.051093139,21
20APR2020,-0.037267325,22
20APR2020,-0.024615757,23
20APR2020,-0.013000582,24
20APR2020,-0.002303193,25
20APR2020,0.0075785993,26
20APR2020,0.016733037,27
20APR2020,0.0252365263,28
20APR2020,0.0331554324,29
20APR2020,0.0405475919,30
21APR2020,-0.620907708,1
21APR2020,-0.661766921,2
21APR2020,-0.667851071,3
21APR2020,-0.647972105,4
21APR2020,-0.611217706,5
21APR2020,-0.565041614,6
21APR2020,-0.514877923,7
21APR2020,-0.46436332,8
21APR2020,-0.415738303,9
21APR2020,-0.370243811,10
21APR2020,-0.32844807,11
21APR2020,-0.290491864,12
21APR2020,-0.256261608,13
21APR2020,-0.225505738,14
21APR2020,-0.197909612,15
21APR2020,-0.173141457,16
21APR2020,-0.150878927,17
21APR2020,-0.130823096,18
21APR2020,-0.112704623,19
21APR2020,-0.096285266,20
21APR2020,-0.081356764,21
21APR2020,-0.0677384,22
21APR2020,-0.055274019,23
21APR2020,-0.043828944,24
21APR2020,-0.033287062,25
21APR2020,-0.02354816,26
21APR2020,-0.014525599,27
21APR2020,-0.006144284,28
21APR2020,0.0016610578,29
21APR2020,0.008947345,30
22APR2020,-0.61778968,1
22APR2020,-0.650390678,2
22APR2020,-0.649394634,3
22APR2020,-0.623911713,4
22APR2020,-0.582930377,5
22APR2020,-0.533666959,6
22APR2020,-0.481299486,7
22APR2020,-0.429238494,8
22APR2020,-0.379542561,9
22APR2020,-0.333314019,10
22APR2020,-0.29101918,11
22APR2020,-0.252725749,12
22APR2020,-0.218268703,13
22APR2020,-0.187360795,14
22APR2020,-0.159662903,15
22APR2020,-0.13482662,16
22APR2020,-0.112518377,17
22APR2020,-0.092431724,18
22APR2020,-0.074292305,19
22APR2020,-0.057858546,20
22APR2020,-0.042919979,21
22APR2020,-0.029294435,22
22APR2020,-0.016824797,23
22APR2020,-0.005375761,24
22APR2020,0.0051692074,25
22APR2020,0.0149105903,26
22APR2020,0.0239352106,27
22APR2020,0.0323182824,28
22APR2020,0.0401251598,29
22APR2020,0.0474128147,30
23APR2020,-0.623491172,1
23APR2020,-0.667611219,2
23APR2020,-0.666463164,3
23APR2020,-0.637069686,4
23APR2020,-0.591847131,5
23APR2020,-0.539267191,6
23APR2020,-0.484777355,7
23APR2020,-0.431660196,8
23APR2020,-0.381726078,9
23APR2020,-0.335828591,10
23APR2020,-0.294228123,11
23APR2020,-0.25683788,12
23APR2020,-0.223384375,13
23APR2020,-0.193508302,14
23APR2020,-0.166825283,15
23APR2020,-0.142960419,16
23APR2020,-0.121566251,17
23APR2020,-0.102330578,18
23APR2020,-0.08497833,19
23APR2020,-0.069270155,20
23APR2020,-0.054999392,21
23APR2020,-0.041988382,22
23APR2020,-0.030084708,23
23APR2020,-0.019157642,24
23APR2020,-0.009094946,25
23APR2020,0.0001999312,26
23APR2020,0.0088102609,27
23APR2020,0.0168080813,28
23APR2020,0.0242559213,29
23APR2020,0.0312082474,30
24APR2020,-0.617841476,1
24APR2020,-0.668217795,2
24APR2020,-0.673556657,3
24APR2020,-0.649792921,4
24APR2020,-0.609046364,5
24APR2020,-0.559840824,6
24APR2020,-0.507803311,7
24APR2020,-0.456419349,8
24APR2020,-0.407682083,9
24APR2020,-0.362593746,10
24APR2020,-0.32152872,11
24APR2020,-0.284484346,12
24APR2020,-0.251247558,13
24APR2020,-0.221501546,14
24APR2020,-0.194891324,15
24APR2020,-0.171062038,16
24APR2020,-0.149679728,17
24APR2020,-0.130441173,18
24APR2020,-0.113077209,19
24APR2020,-0.097352319,20
24APR2020,-0.08306229,21
24APR2020,-0.070031001,22
24APR2020,-0.058106976,23
24APR2020,-0.047160041,24
24APR2020,-0.037078267,25
24APR2020,-0.027765255,26
24APR2020,-0.01913779,27
24APR2020,-0.011123834,28
24APR2020,-0.003660826,29
24APR2020,0.0033057517,30
27APR2020,-0.594386412,1
27APR2020,-0.641635062,2
27APR2020,-0.650213441,3
27APR2020,-0.631200491,4
27APR2020,-0.594749712,5
27APR2020,-0.548774729,6
27APR2020,-0.498877115,7
27APR2020,-0.448729484,8
27APR2020,-0.400556248,9
27APR2020,-0.355567409,10
27APR2020,-0.314301194,11
27APR2020,-0.276874779,12
27APR2020,-0.243158186,13
27APR2020,-0.212889688,14
27APR2020,-0.185749216,15
27APR2020,-0.161402907,16
27APR2020,-0.139528507,17
27APR2020,-0.119828507,18
27APR2020,-0.102035717,19
27APR2020,-0.08591437,20
27APR2020,-0.071258756,21
27APR2020,-0.057890632,22
27APR2020,-0.045656153,23
27APR2020,-0.034422759,24
27APR2020,-0.024076233,25
27APR2020,-0.01451806,26
27APR2020,-0.005663099,27
27APR2020,0.002562419,28
27APR2020,0.0102225998,29
27APR2020,0.0173733327,30
28APR2020,-0.599962406,1
28APR2020,-0.654115686,2
28APR2020,-0.674453046,3
28APR2020,-0.662522605,4
28APR2020,-0.627826345,5
28APR2020,-0.580032177,6
28APR2020,-0.526579832,7
28APR2020,-0.472435039,8
28APR2020,-0.42055461,9
28APR2020,-0.37247362,10
28APR2020,-0.328807318,11
28APR2020,-0.289620719,12
28APR2020,-0.254678226,13
28APR2020,-0.223601721,14
28APR2020,-0.195964927,15
28APR2020,-0.171346014,16
28APR2020,-0.14935418,17
28APR2020,-0.129640768,18
28APR2020,-0.111901677,19
28APR2020,-0.095875241,20
28APR2020,-0.081338035,21
28APR2020,-0.068099998,22
28APR2020,-0.055999613,23
28APR2020,-0.044899499,24
28APR2020,-0.034682545,25
28APR2020,-0.025248612,26
28APR2020,-0.016511759,27
28APR2020,-0.008397936,28
28APR2020,-0.000843075,29
28APR2020,0.0062084926,30
29APR2020,-0.622100181,1
29APR2020,-0.679056519,2
29APR2020,-0.702075746,3
29APR2020,-0.692735277,4
29APR2020,-0.6604044,5
29APR2020,-0.614654115,6
29APR2020,-0.562894044,7
29APR2020,-0.510108982,8
29APR2020,-0.459300292,9
29APR2020,-0.412055479,10
29APR2020,-0.369039906,11
29APR2020,-0.3303617,12
29APR2020,-0.295820065,13
29APR2020,-0.265063846,14
29APR2020,-0.237687073,15
29APR2020,-0.213282934,16
29APR2020,-0.191471614,17
29APR2020,-0.171912448,18
29APR2020,-0.154307152,19
29APR2020,-0.138398311,20
29APR2020,-0.123965637,21
29APR2020,-0.110821408,22
29APR2020,-0.098805883,23
29APR2020,-0.087783048,24
29APR2020,-0.077636864,25
29APR2020,-0.068268051,26
29APR2020,-0.059591362,27
29APR2020,-0.051533325,28
29APR2020,-0.04403035,29
29APR2020,-0.037027177,30
30APR2020,-0.613035936,1
30APR2020,-0.705839657,2
30APR2020,-0.751388686,3
30APR2020,-0.751779639,4
30APR2020,-0.721052443,5
30APR2020,-0.672910971,6
30APR2020,-0.61742166,7
30APR2020,-0.560973864,8
30APR2020,-0.507160019,9
30APR2020,-0.457708866,10
30APR2020,-0.413215536,11
30APR2020,-0.373642376,12
30APR2020,-0.338635458,13
30APR2020,-0.307711855,14
30APR2020,-0.280363209,15
30APR2020,-0.256108196,16
30APR2020,-0.234515348,17
30APR2020,-0.215209631,18
30APR2020,-0.197870772,19
30APR2020,-0.182227881,20
30APR2020,-0.168052861,21
30APR2020,-0.155153838,22
30APR2020,-0.143369203,23
30APR2020,-0.132562453,24
30APR2020,-0.12261786,25
30APR2020,-0.113436875,26
30APR2020,-0.104935188,27
30APR2020,-0.097040322,28
30APR2020,-0.08968968,29
30APR2020,-0.082828938,30
04MAY2020,-0.615907788,1
04MAY2020,-0.709281459,2
04MAY2020,-0.75298693,3
04MAY2020,-0.750640459,4
04MAY2020,-0.717081756,5
04MAY2020,-0.666373854,6
04MAY2020,-0.608701491,7
04MAY2020,-0.550454996,8
04MAY2020,-0.495179596,9
04MAY2020,-0.444543887,10
04MAY2020,-0.399085881,11
04MAY2020,-0.358719674,12
04MAY2020,-0.323052951,13
04MAY2020,-0.29157322,14
04MAY2020,-0.263749743,15
04MAY2020,-0.239084362,16
04MAY2020,-0.217132933,17
04MAY2020,-0.197510817,18
04MAY2020,-0.179890392,19
04MAY2020,-0.163995072,20
04MAY2020,-0.149592283,21
04MAY2020,-0.136486585,22
04MAY2020,-0.124513487,23
04MAY2020,-0.113534127,24
04MAY2020,-0.103430822,25
04MAY2020,-0.094103388,26
04MAY2020,-0.085466132,27
04MAY2020,-0.077445402,28
04MAY2020,-0.069977587,29
04MAY2020,-0.063007491,30
05MAY2020,-0.645706747,1
05MAY2020,-0.75277589,2
05MAY2020,-0.794550895,3
05MAY2020,-0.785323932,4
05MAY2020,-0.744265493,5
05MAY2020,-0.686955956,6
05MAY2020,-0.623924041,7
05MAY2020,-0.561466969,8
05MAY2020,-0.502913384,9
05MAY2020,-0.449713746,10
05MAY2020,-0.402225231,11
05MAY2020,-0.360223904,12
05MAY2020,-0.32321625,13
05MAY2020,-0.29061695,14
05MAY2020,-0.261843128,15
05MAY2020,-0.23635915,16
05MAY2020,-0.213693662,17
05MAY2020,-0.193441971,18
05MAY2020,-0.175261413,19
05MAY2020,-0.15886391,20
05MAY2020,-0.144007934,21
05MAY2020,-0.130490951,22
05MAY2020,-0.118142749,23
05MAY2020,-0.106819794,24
05MAY2020,-0.096400528,25
05MAY2020,-0.086781524,26
05MAY2020,-0.077874347,27
05MAY2020,-0.069603005,28
05MAY2020,-0.061901879,29
05MAY2020,-0.054714036,30
06MAY2020,-0.629612054,1
06MAY2020,-0.719573124,2
06MAY2020,-0.758312156,3
06MAY2020,-0.750728929,4
06MAY2020,-0.71200817,5
06MAY2020,-0.656322293,6
06MAY2020,-0.593920595,7
06MAY2020,-0.531246289,8
06MAY2020,-0.471882723,9
06MAY2020,-0.417517497,10
06MAY2020,-0.368689023,11
06MAY2020,-0.32529708,12
06MAY2020,-0.286925266,13
06MAY2020,-0.253031764,14
06MAY2020,-0.223054767,15
06MAY2020,-0.196465669,16
06MAY2020,-0.172791921,17
06MAY2020,-0.151623237,18
06MAY2020,-0.13260933,19
06MAY2020,-0.115453887,20
06MAY2020,-0.099907316,21
06MAY2020,-0.085759579,22
06MAY2020,-0.072833696,23
06MAY2020,-0.060980134,24
06MAY2020,-0.050072071,25
06MAY2020,-0.04000149,26
06MAY2020,-0.03067596,27
06MAY2020,-0.022016014,28
06MAY2020,-0.013953005,29
06MAY2020,-0.006427358,30
07MAY2020,-0.625496721,1
07MAY2020,-0.715015407,2
07MAY2020,-0.756330941,3
07MAY2020,-0.751004276,4
07MAY2020,-0.713422214,5
07MAY2020,-0.657847817,6
