TIME_PERIOD,OBS_VALUE,Tau
18JUN2020,-0.38016608,10
18JUN2020,-0.334805871,11
18JUN2020,-0.292499187,12
18JUN2020,-0.2533955,13
18JUN2020,-0.217469654,14
18JUN2020,-0.184589189,15
18JUN2020,-0.154560881,16
18JUN2020,-0.127162131,17
18JUN2020,-0.102161506,18
18JUN2020,-0.079331666,19
18JUN2020,-0.058457035,20
18JUN2020,-0.039337919,21
18JUN2020,-0.021792291,22
18JUN2020,-0.005656076,23
18JUN2020,0.009217459,24
18JUN2020,0.022958842,25
18JUN2020,0.0356837746,26
18JUN2020,0.0474946025,27
18JUN2020,0.0584817662,28
18JUN2020,0.0687251741,29
18JUN2020,0.0782954647,30
19JUN2020,-0.622614499,1
19JUN2020,-0.668896195,2
19JUN2020,-0.677569169,3
19JUN2020,-0.660554368,4
19JUN2020,-0.626975201,5
19JUN2020,-0.583561434,6
19JUN2020,-0.535113911,7
19JUN2020,-0.4849425,8
19JUN2020,-0.435241299,9
19JUN2020,-0.38739219,10
19JUN2020,-0.34220093,11
19JUN2020,-0.300075377,12
19JUN2020,-0.261156748,13
19JUN2020,-0.22541418,14
19JUN2020,-0.192711443,15
19JUN2020,-0.162852968,16
19JUN2020,-0.135614836,17
19JUN2020,-0.110765018,18
19JUN2020,-0.088076073,19
19JUN2020,-0.067332648,20
19JUN2020,-0.048335474,21
19JUN2020,-0.030903067,22
19JUN2020,-0.014871952,23
19JUN2020,-0.00009601,24
19JUN2020,0.0135546809,25
19JUN2020,0.0261952422,26
19JUN2020,0.0379274765,27
19JUN2020,0.0488413211,28
19JUN2020,0.0590162227,29
19JUN2020,0.0685223999,30
22JUN2020,-0.63144057,1
22JUN2020,-0.69034094,2
22JUN2020,-0.706868578,3
22JUN2020,-0.694517289,4
22JUN2020,-0.663483433,5
22JUN2020,-0.621226976,6
22JUN2020,-0.573043907,7
22JUN2020,-0.522578138,8
22JUN2020,-0.472247519,9
22JUN2020,-0.423582335,10
22JUN2020,-0.37748543,11
22JUN2020,-0.334426954,12
22JUN2020,-0.294586958,13
22JUN2020,-0.257957742,14
22JUN2020,-0.224415866,15
22JUN2020,-0.193771805,16
22JUN2020,-0.165803382,17
22JUN2020,-0.140277655,18
22JUN2020,-0.116964714,19
22JUN2020,-0.095645898,20
22JUN2020,-0.076118261,21
22JUN2020,-0.058196562,22
22JUN2020,-0.041713673,23
22JUN2020,-0.026520023,24
22JUN2020,-0.012482495,25
22JUN2020,0.0005169574,26
22JUN2020,0.0125827817,27
22JUN2020,0.0238072984,28
22JUN2020,0.0342720908,29
22JUN2020,0.0440492884,30
23JUN2020,-0.609976329,1
23JUN2020,-0.657291492,2
23JUN2020,-0.679065755,3
23JUN2020,-0.672873423,4
23JUN2020,-0.644371646,5
23JUN2020,-0.600931241,6
23JUN2020,-0.549098103,7
23JUN2020,-0.493844952,8
23JUN2020,-0.438587072,9
23JUN2020,-0.385467772,10
23JUN2020,-0.33569149,11
23JUN2020,-0.289816828,12
23JUN2020,-0.247984598,13
23JUN2020,-0.210082738,14
23JUN2020,-0.175859336,15
23JUN2020,-0.144996563,16
23JUN2020,-0.117156768,17
23JUN2020,-0.092009609,18
23JUN2020,-0.069246708,19
23JUN2020,-0.048588436,20
23JUN2020,-0.029785905,21
23JUN2020,-0.012620231,22
23JUN2020,0.0030996445,23
23JUN2020,0.0175397646,24
23JUN2020,0.0308441336,25
23JUN2020,0.0431375864,26
23JUN2020,0.0545284234,27
23JUN2020,0.0651107546,28
23JUN2020,0.0749665443,29
23JUN2020,0.0841673701,30
24JUN2020,-0.612285123,1
24JUN2020,-0.655365717,2
24JUN2020,-0.673561659,3
24JUN2020,-0.665002077,4
24JUN2020,-0.635273842,5
24JUN2020,-0.591482359,6
24JUN2020,-0.539893724,7
24JUN2020,-0.48525019,8
24JUN2020,-0.430798392,9
24JUN2020,-0.378567603,10
24JUN2020,-0.32969021,11
24JUN2020,-0.284682543,12
24JUN2020,-0.243663076,13
24JUN2020,-0.206510095,14
24JUN2020,-0.172969696,15
24JUN2020,-0.142726389,16
24JUN2020,-0.115447074,17
24JUN2020,-0.090806871,18
24JUN2020,-0.068503033,19
24JUN2020,-0.048261305,20
24JUN2020,-0.029837731,21
24JUN2020,-0.013017836,22
24JUN2020,0.0023855584,23
24JUN2020,0.0165351082,24
24JUN2020,0.0295718771,25
24JUN2020,0.0416181516,26
24JUN2020,0.0527800248,27
24JUN2020,0.0631496918,28
24JUN2020,0.0728074524,29
24JUN2020,0.0818234335,30
25JUN2020,-0.636927198,1
25JUN2020,-0.688952396,2
25JUN2020,-0.71391714,3
25JUN2020,-0.710264253,4
25JUN2020,-0.683930671,5
25JUN2020,-0.642358509,6
25JUN2020,-0.592109538,7
25JUN2020,-0.538169878,8
25JUN2020,-0.483978091,9
25JUN2020,-0.43170896,10
25JUN2020,-0.382601733,11
25JUN2020,-0.337248994,12
25JUN2020,-0.29582212,13
25JUN2020,-0.258235024,14
25JUN2020,-0.224256984,15
25JUN2020,-0.193586934,16
25JUN2020,-0.165900183,17
25JUN2020,-0.140876233,18
25JUN2020,-0.118214086,19
25JUN2020,-0.097639594,20
25JUN2020,-0.078907916,21
25JUN2020,-0.061803143,22
25JUN2020,-0.046136409,23
25JUN2020,-0.031743286,24
25JUN2020,-0.018480969,25
25JUN2020,-0.006225519,26
25JUN2020,0.0051306864,27
25JUN2020,0.0156812368,28
25JUN2020,0.0255076924,29
25JUN2020,0.0346813112,30
26JUN2020,-0.643379269,1
26JUN2020,-0.696094372,2
26JUN2020,-0.717402705,3
26JUN2020,-0.70982867,4
26JUN2020,-0.680723867,5
26JUN2020,-0.637772455,6
26JUN2020,-0.587329905,7
26JUN2020,-0.534058547,8
26JUN2020,-0.481091974,9
26JUN2020,-0.430363379,10
26JUN2020,-0.38293843,11
26JUN2020,-0.339293804,12
26JUN2020,-0.299528789,13
26JUN2020,-0.263516265,14
26JUN2020,-0.231005337,15
26JUN2020,-0.201688115,16
26JUN2020,-0.175241165,17
26JUN2020,-0.151349793,18
26JUN2020,-0.129721075,19
26JUN2020,-0.110089777,20
26JUN2020,-0.092219983,21
26JUN2020,-0.075904253,22
26JUN2020,-0.060961498,23
26JUN2020,-0.047234302,24
26JUN2020,-0.034586095,25
26JUN2020,-0.022898447,26
26JUN2020,-0.012068576,27
26JUN2020,-0.002007141,28
26JUN2020,0.0073636931,29
26JUN2020,0.0161119147,30
29JUN2020,-0.639875002,1
29JUN2020,-0.693476021,2
29JUN2020,-0.711433851,3
29JUN2020,-0.701077173,4
29JUN2020,-0.670680113,5
29JUN2020,-0.627553579,6
29JUN2020,-0.57744256,7
29JUN2020,-0.524525126,8
29JUN2020,-0.471649116,9
29JUN2020,-0.420628571,10
29JUN2020,-0.372520747,11
29JUN2020,-0.32785499,12
29JUN2020,-0.28680884,13
29JUN2020,-0.249337023,14
29JUN2020,-0.215262298,15
29JUN2020,-0.184337227,16
29JUN2020,-0.15628466,17
29JUN2020,-0.130823194,18
29JUN2020,-0.10768228,19
29JUN2020,-0.086610452,20
29JUN2020,-0.067379081,21
29JUN2020,-0.049783355,22
29JUN2020,-0.033641606,23
29JUN2020,-0.018793737,24
29JUN2020,-0.005099231,25
29JUN2020,0.0075649795,26
29JUN2020,0.0193065923,27
29JUN2020,0.0302198784,28
29JUN2020,0.040387442,29
29JUN2020,0.0498817809,30
30JUN2020,-0.637002256,1
30JUN2020,-0.694229798,2
30JUN2020,-0.717397806,3
30JUN2020,-0.712446869,4
30JUN2020,-0.686989034,5
30JUN2020,-0.648079045,6
30JUN2020,-0.601420136,7
30JUN2020,-0.551251703,8
30JUN2020,-0.500523705,9
30JUN2020,-0.451160114,10
30JUN2020,-0.404319965,11
30JUN2020,-0.360619809,12
30JUN2020,-0.320308449,13
30JUN2020,-0.283397016,14
30JUN2020,-0.249751921,15
30JUN2020,-0.219158938,16
30JUN2020,-0.191365877,17
30JUN2020,-0.16610991,18
30JUN2020,-0.143134224,19
30JUN2020,-0.122197455,20
30JUN2020,-0.103078386,21
30JUN2020,-0.085577636,22
30JUN2020,-0.069517522,23
30JUN2020,-0.054740878,24
30JUN2020,-0.041109351,25
30JUN2020,-0.028501485,26
30JUN2020,-0.016810791,27
30JUN2020,-0.005943912,28
30JUN2020,0.0041810505,29
30JUN2020,0.0136360491,30
01JUL2020,-0.622066553,1
01JUL2020,-0.658499273,2
01JUL2020,-0.666569986,3
01JUL2020,-0.650827045,4
01JUL2020,-0.617670377,5
01JUL2020,-0.573211606,6
01JUL2020,-0.52246687,7
01JUL2020,-0.469196719,8
01JUL2020,-0.416028067,9
01JUL2020,-0.364672268,10
01JUL2020,-0.316150977,11
01JUL2020,-0.27099303,12
01JUL2020,-0.229391444,13
01JUL2020,-0.191321613,14
01JUL2020,-0.156626543,15
01JUL2020,-0.125076064,16
01JUL2020,-0.096406502,17
01JUL2020,-0.070346211,18
01JUL2020,-0.046631182,19
01JUL2020,-0.025013886,20
01JUL2020,-0.005267651,21
01JUL2020,0.0128118201,22
01JUL2020,0.0294066834,23
01JUL2020,0.0446781783,24
01JUL2020,0.058768367,25
01JUL2020,0.0718020736,26
01JUL2020,0.0838888349,27
01JUL2020,0.095124756,28
01JUL2020,0.1055942121,29
01JUL2020,0.1153713766,30
02JUL2020,-0.631745169,1
02JUL2020,-0.674718703,2
02JUL2020,-0.68730132,3
02JUL2020,-0.674300722,4
02JUL2020,-0.642508971,5
02JUL2020,-0.598421653,6
02JUL2020,-0.547376877,7
02JUL2020,-0.493383245,8
02JUL2020,-0.439248049,9
02JUL2020,-0.386807804,10
02JUL2020,-0.337167244,11
02JUL2020,-0.290907682,12
02JUL2020,-0.248253176,13
02JUL2020,-0.209195662,14
02JUL2020,-0.173585196,15
02JUL2020,-0.1411927,16
02JUL2020,-0.111752043,17
02JUL2020,-0.084987172,18
02JUL2020,-0.060628754,19
02JUL2020,-0.038423669,20
02JUL2020,-0.018139766,21
02JUL2020,0.0004324065,22
02JUL2020,0.0174797305,23
02JUL2020,0.0331677061,24
02JUL2020,0.047642197,25
02JUL2020,0.061031395,26
02JUL2020,0.0734478084,27
02JUL2020,0.0849901581,28
02JUL2020,0.0957451209,29
02JUL2020,0.105788896,30
03JUL2020,-0.635537766,1
03JUL2020,-0.682782842,2
03JUL2020,-0.69810185,3
03JUL2020,-0.6867773,4
03JUL2020,-0.655958594,5
03JUL2020,-0.61239566,6
03JUL2020,-0.561600132,7
03JUL2020,-0.507694798,8
03JUL2020,-0.453559546,9
03JUL2020,-0.401075407,10
03JUL2020,-0.351373258,11
03JUL2020,-0.305048925,12
03JUL2020,-0.26233385,13
03JUL2020,-0.223223148,14
03JUL2020,-0.187567711,15
03JUL2020,-0.155138082,16
03JUL2020,-0.1256672,17
03JUL2020,-0.098877917,18
03JUL2020,-0.074499828,19
03JUL2020,-0.052278861,20
03JUL2020,-0.031982062,21
03JUL2020,-0.013399326,22
03JUL2020,0.0036567486,23
03JUL2020,0.0193520666,24
03JUL2020,0.0338328041,25
03JUL2020,0.0472273918,26
03JUL2020,0.0596485194,27
03JUL2020,0.0711950457,28
03JUL2020,0.0819537519,29
03JUL2020,0.0920009165,30
06JUL2020,-0.632476247,1
06JUL2020,-0.677929066,2
06JUL2020,-0.691770815,3
06JUL2020,-0.679372541,4
06JUL2020,-0.647857214,5
06JUL2020,-0.603906117,6
06JUL2020,-0.552955112,7
06JUL2020,-0.499059212,8
06JUL2020,-0.445043523,9
06JUL2020,-0.392747513,10
06JUL2020,-0.343271974,11
06JUL2020,-0.297191817,12
06JUL2020,-0.25472452,13
06JUL2020,-0.215856303,14
06JUL2020,-0.180432736,15
06JUL2020,-0.148221491,16
06JUL2020,-0.118954265,17
06JUL2020,-0.092353705,18
06JUL2020,-0.068149846,19
06JUL2020,-0.046089414,20
06JUL2020,-0.025940438,21
06JUL2020,-0.007493858,22
06JUL2020,0.0094366845,23
06JUL2020,0.0250161003,24
06JUL2020,0.0393896413,25
06JUL2020,0.0526848932,26
06JUL2020,0.0650137819,27
06JUL2020,0.0764744806,28
06JUL2020,0.0871531589,29
06JUL2020,0.0971255501,30
07JUL2020,-0.62879868,1
07JUL2020,-0.67313312,2
07JUL2020,-0.686348453,3
07JUL2020,-0.674018022,4
07JUL2020,-0.643209573,5
07JUL2020,-0.600456426,6
07JUL2020,-0.551032973,7
07JUL2020,-0.498852989,8
07JUL2020,-0.446631241,9
07JUL2020,-0.396127573,10
07JUL2020,-0.348389315,11
07JUL2020,-0.303958356,12
07JUL2020,-0.263034205,13
07JUL2020,-0.225595651,14
07JUL2020,-0.191487866,15
07JUL2020,-0.16048254,16
07JUL2020,-0.132317961,17
07JUL2020,-0.106724661,18
07JUL2020,-0.083441003,19
07JUL2020,-0.062221958,20
07JUL2020,-0.042843395,21
07JUL2020,-0.025103521,22
07JUL2020,-0.008822595,23
07JUL2020,0.0061583428,24
07JUL2020,0.0199792291,25
07JUL2020,0.0327629327,26
07JUL2020,0.0446172063,27
07JUL2020,0.0556365376,28
07JUL2020,0.0659038429,29
07JUL2020,0.0754919841,30
08JUL2020,-0.627111918,1
08JUL2020,-0.672809409,2
08JUL2020,-0.685993478,3
08JUL2020,-0.673626437,4
08JUL2020,-0.643272851,5
08JUL2020,-0.601543935,6
08JUL2020,-0.553619559,7
08JUL2020,-0.503268446,8
08JUL2020,-0.453065012,9
08JUL2020,-0.404654408,10
08JUL2020,-0.3589993,11
08JUL2020,-0.316584091,12
08JUL2020,-0.277572674,13
08JUL2020,-0.241924562,14
08JUL2020,-0.209477176,15
08JUL2020,-0.180002168,16
08JUL2020,-0.153242626,17
08JUL2020,-0.128936677,18
08JUL2020,-0.106831671,19
08JUL2020,-0.086692019,20
08JUL2020,-0.068302906,21
08JUL2020,-0.051471377,22
08JUL2020,-0.036025876,23
08JUL2020,-0.021814891,24
08JUL2020,-0.008705189,25
08JUL2020,0.0034201151,26
08JUL2020,0.0146634552,27
08JUL2020,0.025114608,28
08JUL2020,0.0348523229,29
08JUL2020,0.043945777,30
09JUL2020,-0.629921859,1
09JUL2020,-0.677066697,2
09JUL2020,-0.693555791,3
09JUL2020,-0.684621967,4
09JUL2020,-0.657124729,5
09JUL2020,-0.617480224,6
09JUL2020,-0.570905917,7
09JUL2020,-0.521296828,8
09JUL2020,-0.471371906,9
09JUL2020,-0.422907933,10
09JUL2020,-0.376975364,11
09JUL2020,-0.334141317,12
09JUL2020,-0.294630229,13
09JUL2020,-0.258444199,14
09JUL2020,-0.225449468,15
09JUL2020,-0.195436358,16
09JUL2020,-0.168159385,17
09JUL2020,-0.143363078,18
09JUL2020,-0.120797802,19
09JUL2020,-0.100228779,20
09JUL2020,-0.081440615,21
09JUL2020,-0.064238963,22
09JUL2020,-0.048450437,23
09JUL2020,-0.033921507,24
09JUL2020,-0.020516884,25
09JUL2020,-0.008117696,26
09JUL2020,0.003380368,27
09JUL2020,0.0140688185,28
09JUL2020,0.024027988,29
09JUL2020,0.0333284877,30
10JUL2020,-0.644450066,1
10JUL2020,-0.696310498,2
10JUL2020,-0.714466525,3
10JUL2020,-0.706247214,4
10JUL2020,-0.679420158,5
10JUL2020,-0.640718638,6
10JUL2020,-0.595404698,7
10JUL2020,-0.547308985,8
10JUL2020,-0.499056578,9
10JUL2020,-0.452335964,10
10JUL2020,-0.408147497,11
10JUL2020,-0.367008386,12
10JUL2020,-0.329110911,13
10JUL2020,-0.294438953,14
10JUL2020,-0.262850679,15
10JUL2020,-0.234135288,16
10JUL2020,-0.208050632,17
10JUL2020,-0.184347215,18
10JUL2020,-0.162782744,19
10JUL2020,-0.143130296,20
10JUL2020,-0.125182302,21
10JUL2020,-0.10875189,22
10JUL2020,-0.093672613,23
10JUL2020,-0.079797272,24
10JUL2020,-0.066996284,25
10JUL2020,-0.05515587,26
10JUL2020,-0.044176248,27
10JUL2020,-0.03396992,28
10JUL2020,-0.0244601,29
10JUL2020,-0.015579313,30
13JUL2020,-0.630620979,1
13JUL2020,-0.663546491,2
13JUL2020,-0.670485808,3
13JUL2020,-0.65553983,4
13JUL2020,-0.624545131,5
13JUL2020,-0.583102643,6
13JUL2020,-0.535826091,7
13JUL2020,-0.486185808,8
13JUL2020,-0.436614195,9
13JUL2020,-0.388701979,10
13JUL2020,-0.343403569,11
13JUL2020,-0.3012171,12
13JUL2020,-0.262328644,13
13JUL2020,-0.226721185,14
13JUL2020,-0.194253493,15
13JUL2020,-0.164715113,16
13JUL2020,-0.137863359,17
13JUL2020,-0.113447222,18
13JUL2020,-0.091222081,19
13JUL2020,-0.070958098,20
13JUL2020,-0.052444445,21
13JUL2020,-0.035490832,22
13JUL2020,-0.019927395,23
13JUL2020,-0.005603621,24
13JUL2020,0.0076132181,25
13JUL2020,0.0198398268,26
13JUL2020,0.0311786827,27
13JUL2020,0.0417197436,28
13JUL2020,0.0515420232,29
13JUL2020,0.060715007,30
14JUL2020,-0.631898982,1
14JUL2020,-0.668573041,2
14JUL2020,-0.679125121,3
14JUL2020,-0.667490675,4
14JUL2020,-0.639443369,5
14JUL2020,-0.600578102,6
14JUL2020,-0.555531827,7
14JUL2020,-0.507811115,8
14JUL2020,-0.459888406,9
14JUL2020,-0.413393344,10
14JUL2020,-0.369315758,11
14JUL2020,-0.328184808,12
14JUL2020,-0.290213077,13
14JUL2020,-0.255405866,14
14JUL2020,-0.223640534,15
14JUL2020,-0.194722029,16
14JUL2020,-0.168420381,17
14JUL2020,-0.144495081,18
14JUL2020,-0.122710172,19
14JUL2020,-0.102842995,20
14JUL2020,-0.084688679,21
14JUL2020,-0.0680619,22
14JUL2020,-0.052796952,23
14JUL2020,-0.038746821,24
14JUL2020,-0.025781738,25
14JUL2020,-0.013787513,26
14JUL2020,-0.002663816,27
14JUL2020,0.0076774655,28
14JUL2020,0.0173137545,29
14JUL2020,0.026313156,30
15JUL2020,-0.628488376,1
15JUL2020,-0.671516638,2
15JUL2020,-0.691545498,3
15JUL2020,-0.683440478,4
15JUL2020,-0.652852054,5
15JUL2020,-0.607690521,6
15JUL2020,-0.554903442,7
15JUL2020,-0.499609191,8
15JUL2020,-0.445173396,9
15JUL2020,-0.39358389,10
15JUL2020,-0.345854024,11
15JUL2020,-0.302358692,12
15JUL2020,-0.263083391,13
15JUL2020,-0.227795775,14
15JUL2020,-0.196157307,15
15JUL2020,-0.167792133,16
15JUL2020,-0.142327052,17
15JUL2020,-0.119412807,18
15JUL2020,-0.098733811,19
15JUL2020,-0.080011028,20
15JUL2020,-0.063001067,21
15JUL2020,-0.047493362,22
15JUL2020,-0.033306564,23
15JUL2020,-0.020284788,24
15JUL2020,-0.00829404,25
15JUL2020,0.0027809963,26
15JUL2020,0.0130397843,27
15JUL2020,0.022568354,28
15JUL2020,0.0314413579,29
15JUL2020,0.0397238009,30
16JUL2020,-0.635178005,1
16JUL2020,-0.675547954,2
16JUL2020,-0.695104045,3
16JUL2020,-0.690652717,4
16JUL2020,-0.666394362,5
16JUL2020,-0.628404017,6
16JUL2020,-0.582314251,7
16JUL2020,-0.532546585,8
16JUL2020,-0.482236215,9
16JUL2020,-0.433424254,10
16JUL2020,-0.387317462,11
16JUL2020,-0.344530577,12
16JUL2020,-0.305282433,13
16JUL2020,-0.269542473,14
16JUL2020,-0.237134278,15
16JUL2020,-0.207805469,16
16JUL2020,-0.181272862,17
16JUL2020,-0.157250262,18
16JUL2020,-0.135464467,19
16JUL2020,-0.115663583,20
16JUL2020,-0.097620475,21
16JUL2020,-0.081133302,22
16JUL2020,-0.066024387,23
16JUL2020,-0.052138244,24
16JUL2020,-0.039339263,25
16JUL2020,-0.027509343,26
16JUL2020,-0.016545638,27
16JUL2020,-0.006358508,28
16JUL2020,0.0031303077,29
16JUL2020,0.0119892867,30
17JUL2020,-0.633852073,1
17JUL2020,-0.675928105,2
17JUL2020,-0.69556513,3
17JUL2020,-0.690441408,4
17JUL2020,-0.665222293,5
17JUL2020,-0.626219256,6
17JUL2020,-0.579175713,7
17JUL2020,-0.528557113,8
17JUL2020,-0.477508553,9
17JUL2020,-0.428065057,10
17JUL2020,-0.381420893,11
17JUL2020,-0.338176766,12
17JUL2020,-0.298538213,13
17JUL2020,-0.262463025,14
17JUL2020,-0.229764997,15
17JUL2020,-0.200183722,16
17JUL2020,-0.173429526,17
17JUL2020,-0.149210993,18
17JUL2020,-0.127250733,19
17JUL2020,-0.107293485,20
17JUL2020,-0.089109395,21
17JUL2020,-0.072494418,22
17JUL2020,-0.05726907,23
17JUL2020,-0.043276383,24
17JUL2020,-0.03037951,25
17JUL2020,-0.018459318,26
17JUL2020,-0.00741209,27
17JUL2020,0.0028525541,28
17JUL2020,0.0124135094,29
17JUL2020,0.021339799,30
20JUL2020,-0.632176779,1
20JUL2020,-0.675883445,2
20JUL2020,-0.69742056,3
20JUL2020,-0.694545309,4
20JUL2020,-0.671769489,5
20JUL2020,-0.635226216,6
20JUL2020,-0.590524508,7
20JUL2020,-0.542050056,8
20JUL2020,-0.492913018,9
20JUL2020,-0.44514411,10
20JUL2020,-0.399951482,11
20JUL2020,-0.357958794,12
20JUL2020,-0.319397654,13
20JUL2020,-0.284251524,14
20JUL2020,-0.252357641,15
20JUL2020,-0.223476048,16
20JUL2020,-0.197334397,17
20JUL2020,-0.173655682,18
20JUL2020,-0.152174353,19
20JUL2020,-0.132644815,20
20JUL2020,-0.114845088,21
20JUL2020,-0.098577533,22
20JUL2020,-0.083667908,23
20JUL2020,-0.069963538,24
20JUL2020,-0.057331127,25
20JUL2020,-0.045654486,26
20JUL2020,-0.034832368,27
20JUL2020,-0.024776473,28
20JUL2020,-0.015409674,29
20JUL2020,-0.006664461,30
21JUL2020,-0.625154219,1
21JUL2020,-0.669461073,2
21JUL2020,-0.692011788,3
21JUL2020,-0.689515305,4
21JUL2020,-0.666233295,5
21JUL2020,-0.628391064,6
21JUL2020,-0.581804271,7
21JUL2020,-0.531074171,8
21JUL2020,-0.479493151,9
21JUL2020,-0.42922955,10
21JUL2020,-0.381587064,11
21JUL2020,-0.337250399,12
21JUL2020,-0.296486161,13
21JUL2020,-0.259294289,14
21JUL2020,-0.225516025,15
21JUL2020,-0.19490749,16
21JUL2020,-0.167187747,17
21JUL2020,-0.142068763,18
21JUL2020,-0.119273011,19
21JUL2020,-0.098542897,20
21JUL2020,-0.07964497,21
21JUL2020,-0.06237095,22
21JUL2020,-0.04653691,23
21JUL2020,-0.031981483,24
21JUL2020,-0.018563633,25
21JUL2020,-0.006160322,26
21JUL2020,0.0053357387,27
21JUL2020,0.016018171,28
21JUL2020,0.0259687849,29
21JUL2020,0.0352592149,30
22JUL2020,-0.641227617,1
22JUL2020,-0.697597419,2
22JUL2020,-0.722386171,3
22JUL2020,-0.719156716,4
22JUL2020,-0.695014057,5
22JUL2020,-0.657131501,6
22JUL2020,-0.611447015,7
22JUL2020,-0.562377351,8
22JUL2020,-0.512959516,9
22JUL2020,-0.465131129,10
22JUL2020,-0.420019224,11
22JUL2020,-0.378186718,12
22JUL2020,-0.339823768,13
22JUL2020,-0.304887575,14
22JUL2020,-0.273199959,15
22JUL2020,-0.24451278,16
22JUL2020,-0.218550058,17
22JUL2020,-0.195033847,18
22JUL2020,-0.17369914,19
22JUL2020,-0.154301605,20
22JUL2020,-0.136620801,21
22JUL2020,-0.120460653,22
22JUL2020,-0.105648379,23
22JUL2020,-0.092032605,24
22JUL2020,-0.079481166,25
22JUL2020,-0.067878842,26
22JUL2020,-0.057125206,27
22JUL2020,-0.047132652,28
22JUL2020,-0.037824641,29
22JUL2020,-0.029134162,30
23JUL2020,-0.632697658,1
23JUL2020,-0.680346404,2
23JUL2020,-0.702303102,3
23JUL2020,-0.699296918,4
23JUL2020,-0.676800059,5
23JUL2020,-0.641082647,6
23JUL2020,-0.597611781,7
23JUL2020,-0.550581861,8
23JUL2020,-0.502944876,9
23JUL2020,-0.456625101,10
23JUL2020,-0.412770263,11
23JUL2020,-0.371977262,12
23JUL2020,-0.334472699,13
23JUL2020,-0.300247543,14
23JUL2020,-0.269152684,15
23JUL2020,-0.240963947,16
23JUL2020,-0.215424591,17
23JUL2020,-0.192271847,18
23JUL2020,-0.171252563,19
23JUL2020,-0.152131617,20
23JUL2020,-0.134695715,21
23JUL2020,-0.118754339,22
23JUL2020,-0.104139045,23
23JUL2020,-0.090701875,24
23JUL2020,-0.078313371,25
23JUL2020,-0.066860484,26
23JUL2020,-0.056244546,27
23JUL2020,-0.046379391,28
23JUL2020,-0.037189675,29
23JUL2020,-0.028609386,30
24JUL2020,-0.629560501,1
24JUL2020,-0.666819238,2
24JUL2020,-0.680528036,3
24JUL2020,-0.671859202,4
24JUL2020,-0.645948637,5
24JUL2020,-0.608517445,6
24JUL2020,-0.564507506,7
24JUL2020,-0.517691194,8
24JUL2020,-0.470711786,9
24JUL2020,-0.425281976,10
24JUL2020,-0.382412237,11
24JUL2020,-0.342615285,12
24JUL2020,-0.306069552,13
24JUL2020,-0.272741228,14
24JUL2020,-0.242470971,15
24JUL2020,-0.21503298,16
24JUL2020,-0.190173638,17
24JUL2020,-0.167635647,18
24JUL2020,-0.147172225,19
24JUL2020,-0.128554691,20
24JUL2020,-0.11157583,21
24JUL2020,-0.09605064,22
24JUL2020,-0.081815564,23
24JUL2020,-0.068726914,24
24JUL2020,-0.056658934,25
24JUL2020,-0.045501768,26
24JUL2020,-0.035159502,27
24JUL2020,-0.025548345,28
24JUL2020,-0.016595006,29
24JUL2020,-0.008235255,30
27JUL2020,-0.633920064,1
27JUL2020,-0.6819841,2
27JUL2020,-0.703666791,3
27JUL2020,-0.700522109,4
27JUL2020,-0.678169792,5
27JUL2020,-0.642800809,6
27JUL2020,-0.599762882,7
27JUL2020,-0.553155632,8
27JUL2020,-0.505873996,9
27JUL2020,-0.45981721,10
27JUL2020,-0.416129709,11
27JUL2020,-0.375417565,12
27JUL2020,-0.337922222,13
27JUL2020,-0.303650841,14
27JUL2020,-0.272469428,15
27JUL2020,-0.244166719,16
27JUL2020,-0.218496345,17
27JUL2020,-0.19520348,18
27JUL2020,-0.174040805,19
27JUL2020,-0.154777305,20
27JUL2020,-0.137202444,21
27JUL2020,-0.121127449,22
27JUL2020,-0.106384877,23
27JUL2020,-0.092827251,24
27JUL2020,-0.080325232,25
27JUL2020,-0.068765657,26
27JUL2020,-0.058049594,27
27JUL2020,-0.048090529,28
27JUL2020,-0.038812727,29
27JUL2020,-0.030149774,30
28JUL2020,-0.63756738,1
28JUL2020,-0.69866084,2
28JUL2020,-0.723181742,3
28JUL2020,-0.718986898,4
28JUL2020,-0.694656472,5
28JUL2020,-0.657621774,6
28JUL2020,-0.613628098,7
28JUL2020,-0.566791784,8
28JUL2020,-0.519877723,9
28JUL2020,-0.474620211,10
28JUL2020,-0.432012096,11
28JUL2020,-0.392537762,12
28JUL2020,-0.356348717,13
28JUL2020,-0.323389802,14
28JUL2020,-0.293486461,15
28JUL2020,-0.266402983,16
28JUL2020,-0.24187991,17
28JUL2020,-0.219657016,18
28JUL2020,-0.199486546,19
28JUL2020,-0.181140091,20
28JUL2020,-0.164411441,21
28JUL2020,-0.149116987,22
28JUL2020,-0.135094729,23
28JUL2020,-0.12220256,24
28JUL2020,-0.110316247,25
28JUL2020,-0.099327356,26
28JUL2020,-0.089141272,27
28JUL2020,-0.079675378,28
28JUL2020,-0.070857434,29
28JUL2020,-0.062624145,30
29JUL2020,-0.636614881,1
29JUL2020,-0.693666746,2
29JUL2020,-0.71963794,3
29JUL2020,-0.718378243,4
29JUL2020,-0.696744974,5
29JUL2020,-0.661576474,6
29JUL2020,-0.618544704,7
29JUL2020,-0.571900935,8
29JUL2020,-0.524602702,9
29JUL2020,-0.478568209,10
29JUL2020,-0.434941261,11
29JUL2020,-0.394319904,12
29JUL2020,-0.356936013,13
